AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
27,0.0857022826,849,'3 3BR','1990-1999',50000
72,0.2294438063,976,'4 4BR+','1960-1979',0
68,0.1503952569,849,'3 3BR','1960-1979',0
27,0.0344473742,642,'2 2BR','1980-1989',66000
53,0.1749522356,931,'4 4BR+','1990-1999',67000
76,0.1369230769,1032,'3 3BR','1960-1979',0
61,1.0366457577,629,'1 1BR','-5',7000
30,0.1422715594,1094,'3 3BR','1980-1989',102000
33,0.4016528926,1094,'3 3BR','1990-1999',5000
37,0.0920639366,1094,'3 3BR','-5',100000
47,0.1635330689,1093,'3 3BR','2000-2009',140000
-9,-9,1093,'3 3BR','1960-1979',-9
30,0.0685371243,1093,'3 3BR','1960-1979',24000
93,0.1208955224,1093,'3 3BR','1960-1979',0
64,0.1392226237,1093,'3 3BR','1990-1999',160000
37,0.1588688432,951,'3 3BR','1960-1979',60000
51,171.6,883,'3 3BR','1940-1959',0
32,0.1221686265,991,'4 4BR+','-5',90000
86,0.2890322581,517,'1 1BR','1960-1979',0
65,0.4600521392,664,'2 2BR','1960-1979',0
50,0.2350012226,1167,'3 3BR','1960-1979',90000
39,0.1494104079,991,'4 4BR+','1960-1979',85000
31,0,794,'2 2BR','1990-1999',45600
46,0.0750158039,1208,'3 3BR','1940-1959',57000
34,0.1236127177,642,'2 2BR','-5',64000
54,0.1422520012,931,'4 4BR+','-5',62000
80,0.0227073156,1701,'3 3BR','1960-1979',0
40,0.6041052632,1877,'3 3BR','1960-1979',0
-9,-9,1390,'2 2BR','1960-1979',-9
64,2.1844380403,1877,'3 3BR','1940-1959',0
64,0.1695876289,867,'3 3BR','1960-1979',96000
48,0.1064816515,2157,'4 4BR+','1960-1979',456943
82,0.8859060403,666,'2 2BR','1960-1979',0
52,192,1125,'1 1BR','1980-1989',0
86,0.0950591146,1380,'2 2BR','1960-1979',0
-9,-9,1380,'2 2BR','1960-1979',-9
25,0.11761529,1421,'3 3BR','2000-2009',100000
69,0.2368,1056,'3 3BR','1960-1979',0
62,0.132923966,1056,'3 3BR','1980-1989',33235
60,0.3208097444,1056,'3 3BR','1960-1979',35000
44,0.2557119931,1806,'3 3BR','1980-1989',117000
68,0.0603823088,1056,'3 3BR','-5',0
61,0.08472,1257,'4 4BR+','-5',47170
-9,-9,1583,'2 2BR','1940-1959',-9
63,0.89844,2370,'4 4BR+','1940-1959',87838
57,0.3774624205,2058,'3 3BR','1960-1979',56000
59,0.1839925064,2370,'4 4BR+','1940-1959',110000
54,1.1567174383,2370,'4 4BR+','1980-1989',0
36,0.3180037938,2370,'4 4BR+','1960-1979',106000
71,0.3246753247,1285,'1 1BR','1960-1979',0
36,0.3387024742,664,'2 2BR','-5',23000
31,0.0155981872,725,'2 2BR','2000-2009',341943
78,0.1520454545,633,'2 2BR','1960-1979',0
47,0.3442272691,859,'3 3BR','1990-1999',25300
69,0.4904,988,'4 4BR+','2000-2009',0
22,0.2983904997,1105,'3 3BR','1980-1989',33204
61,0.285915493,701,'1 1BR','1990-1999',0
65,0.2633317603,811,'2 2BR','1990-1999',0
65,0.217772062,811,'2 2BR','2000-2009',49000
41,0.1610027363,1083,'3 3BR','2000-2009',68000
50,0.5688594002,1360,'4 4BR+','1990-1999',10000
48,0.3962698506,1427,'3 3BR','-5',24121
37,0.1736642491,931,'4 4BR+','-5',81200
72,0.1048133153,642,'2 2BR','1940-1959',0
36,0.0374603214,849,'3 3BR','1960-1979',9000
79,0.0978324419,1102,'3 3BR','1960-1979',0
66,0.4367845659,1102,'3 3BR','1960-1979',0
57,0.1455335946,1102,'3 3BR','1960-1979',35000
71,-1,794,'2 2BR','1960-1979',0
93,0.4648543689,1203,'1 1BR','-5',0
24,0.218135036,973,'2 2BR','1980-1989',42000
83,1.6658823529,773,'2 2BR','1960-1979',0
40,0.0525736692,727,'2 2BR','1960-1979',50000
62,0.6890034364,727,'2 2BR','2000-2009',0
44,0.3238508384,963,'3 3BR','1940-1959',24000
69,0.9226666667,963,'3 3BR','1940-1959',0
75,0.2585106383,780,'2 2BR','1960-1979',0
45,0.0287866475,1056,'3 3BR','1960-1979',128000
66,0.5578431373,683,'2 2BR','1940-1959',0
34,0.5981775951,907,'3 3BR','1960-1979',0
37,0.1824651035,671,'2 2BR','1960-1979',25000
57,0.1898185322,671,'2 2BR','1960-1979',12480
28,0.2073104392,1277,'3 3BR','1940-1959',114000
34,0.17833864,1277,'3 3BR','1940-1959',120000
80,0.9861971831,1056,'3 3BR','1960-1979',0
69,0.7324,1091,'4 4BR+','-5',17881
63,0.2481389578,1100,'4 4BR+','-5',20000
53,0.0340914822,706,'2 2BR','-5',119000
32,0.0629193969,949,'3 3BR','-5',152000
56,-1,1004,'3 3BR','1960-1979',0
-9,-9,1004,'3 3BR','-5',-9
84,0.1013287949,1118,'1 1BR','1980-1989',0
25,0.5253913043,1118,'1 1BR','1990-1999',0
77,0.1026210299,1979,'4 4BR+','1940-1959',94000
45,0.1809877309,1721,'3 3BR','1960-1979',187000
72,0.2939325843,1118,'1 1BR','1980-1989',0
38,0.1743121506,1866,'4 4BR+','1990-1999',28000
55,0.2944183194,1118,'1 1BR','1980-1989',20000
49,0.4232279397,949,'3 3BR','1940-1959',5400
56,0.3649897947,1623,'3 3BR','1960-1979',25000
-9,-9,971,'4 4BR+','1940-1959',-9
37,0.444598819,2124,'4 4BR+','-5',0
68,0.2753729008,1474,'2 2BR','1960-1979',0
31,2.3171428571,1243,'1 1BR','1960-1979',0
27,-1,1243,'1 1BR','1990-1999',0
50,0.5856716418,1895,'3 3BR','-5',600
87,0.1355,1474,'2 2BR','1940-1959',0
43,0.37810562,1895,'3 3BR','-5',26000
70,0.2713286713,631,'2 2BR','1960-1979',0
44,0.0602189781,877,'3 3BR','1990-1999',50000
51,0.2005725367,1474,'2 2BR','-5',65000
70,0.1,877,'3 3BR','1960-1979',0
51,0.4248920599,631,'2 2BR','1960-1979',60000
40,0.2202752514,1243,'1 1BR','1960-1979',54000
59,6.005730659,1243,'1 1BR','1940-1959',460
72,0.0813986434,859,'3 3BR','1990-1999',0
40,0.0617600524,859,'3 3BR','1990-1999',110000
36,0.321140767,971,'4 4BR+','2000-2009',70000
43,0.1054606868,859,'3 3BR','2000-2009',32000
61,1258,1185,'3 3BR','1960-1979',0
57,2.6947511466,1311,'4 4BR+','1990-1999',7000
40,0.3006897008,1057,'2 2BR','1980-1989',60500
80,0.0880909091,1619,'3 3BR','1980-1989',5000
68,0.1157181689,1057,'2 2BR','1960-1979',0
45,0.1499966638,844,'1 1BR','1960-1979',45000
-9,-9,844,'1 1BR','1960-1979',-9
61,0.1045073424,1102,'3 3BR','1960-1979',3600
47,0.1573878394,1004,'3 3BR','1940-1959',62000
45,0,706,'2 2BR','1960-1979',0
86,0.0842105263,671,'2 2BR','1960-1979',0
53,0.0840218457,1436,'4 4BR+','1960-1979',100000
51,0.1114986968,1208,'3 3BR','1960-1979',250000
62,0.0570190815,1073,'4 4BR+','1960-1979',38500
54,0.0502636131,1056,'3 3BR','-5',96000
57,0.2497933615,664,'2 2BR','-5',46000
74,0.1995428571,991,'4 4BR+','-5',0
-9,-9,1204,'3 3BR','1940-1959',-9
51,0.8360864041,956,'2 2BR','1960-1979',0
44,0.1442512162,883,'3 3BR','1960-1979',63000
60,0.0730884852,664,'2 2BR','-5',76457
40,0.6407529551,870,'2 2BR','1960-1979',27000
55,0.7116099189,828,'2 2BR','1940-1959',0
61,0.126185567,1257,'4 4BR+','1960-1979',0
48,0.2483237968,1214,'4 4BR+','-5',57000
54,0.1698492712,794,'2 2BR','1940-1959',30000
88,0.2661682243,1262,'4 4BR+','-5',0
37,0.2467968324,1183,'3 3BR','-5',120000
58,0.0439428503,888,'3 3BR','1980-1989',50000
37,0.0492213292,888,'3 3BR','1940-1959',60000
32,0.0605004102,1004,'3 3BR','1940-1959',58500
34,-1,1004,'3 3BR','-5',0
77,2136,706,'2 2BR','1960-1979',0
86,0.1586440678,1032,'3 3BR','1960-1979',0
47,0.0299532376,1214,'4 4BR+','-5',95000
70,0.4466184602,1032,'3 3BR','1960-1979',0
58,0.2571147399,1257,'4 4BR+','-5',114000
69,419,1257,'4 4BR+','-5',0
34,0.1874301498,1056,'3 3BR','2000-2009',110000
-9,-9,883,'3 3BR','-5',-9
57,0.0484444444,944,'2 2BR','-5',42000
37,0.4587239465,792,'2 2BR','-5',22000
60,0.7241741426,1570,'4 4BR+','1960-1979',0
86,0.455625,956,'2 2BR','1990-1999',0
84,-1,566,'1 1BR','1990-1999',0
42,0.7947551512,973,'3 3BR','1990-1999',7500
50,0.3765498723,1082,'4 4BR+','1940-1959',38000
65,0.0516097561,973,'3 3BR','1940-1959',0
38,0.2192862045,1034,'4 4BR+','1960-1979',41000
62,0.2640822718,1184,'4 4BR+','1960-1979',52900
32,0.268115942,849,'3 3BR','1940-1959',40000
77,0.0724615385,1251,'3 3BR','-5',30000
44,0.0448051399,1251,'3 3BR','1980-1989',71000
-9,-9,828,'2 2BR','-5',-9
25,0.1778280995,1184,'4 4BR+','1960-1979',90000
88,565,891,'2 2BR','1940-1959',0
57,0.1845,1153,'3 3BR','-5',0
73,0.0704721096,1032,'3 3BR','-5',15000
72,0.1391908976,773,'2 2BR','1960-1979',0
56,0.8106517169,1895,'3 3BR','-5',7200
37,0.3236041371,1243,'1 1BR','1940-1959',50000
25,0.2088905192,1191,'0 Studio','1960-1979',30000
70,0.3069617248,2124,'4 4BR+','1940-1959',6600
52,0.1701723777,1895,'3 3BR','-5',215000
52,0.3458998679,1895,'3 3BR','1960-1979',100000
39,0.4012486493,1243,'1 1BR','-5',50000
93,0.0964029577,859,'3 3BR','1960-1979',24000
60,0.1576911104,859,'3 3BR','1980-1989',45000
27,0.1844222628,1243,'1 1BR','-5',102000
71,0.1706181818,859,'3 3BR','1980-1989',0
41,0.353844442,1243,'1 1BR','1940-1959',18000
21,0.1733977351,633,'2 2BR','-5',49300
48,0.3663174751,1004,'3 3BR','1940-1959',30000
38,1.2457700029,1004,'3 3BR','1940-1959',3500
56,0.2192622616,760,'2 2BR','-5',48000
64,0.1308733462,631,'2 2BR','1960-1979',100000
-9,-9,949,'3 3BR','1940-1959',-9
-9,-9,949,'3 3BR','1960-1979',-9
59,0.0233577277,811,'2 2BR','1960-1979',92000
37,0.4202923773,1278,'4 4BR+','1940-1959',0
60,0.1179774353,2245,'4 4BR+','1960-1979',49000
62,0.1601082719,1877,'3 3BR','1940-1959',150000
36,0.0810649572,2159,'4 4BR+','1940-1959',171000
33,0.2491882992,1153,'3 3BR','1960-1979',130000
56,0.4132899396,1282,'3 3BR','1960-1979',4000
27,0.6821912324,1282,'3 3BR','1980-1989',30000
73,0.1563322742,644,'1 1BR','1980-1989',0
45,0.0929885824,798,'2 2BR','1960-1979',51000
86,0.0090948981,704,'1 1BR','1990-1999',0
47,0.0820259127,1185,'3 3BR','1980-1989',220000
62,0.0295501262,877,'3 3BR','1960-1979',45000
54,0.3001010441,664,'2 2BR','1960-1979',0
53,0.0549913043,794,'2 2BR','1940-1959',0
86,0.2760736196,718,'2 2BR','-5',0
53,0.21216,951,'3 3BR','-5',74000
54,0.3813581428,794,'2 2BR','1940-1959',23000
-9,-9,951,'3 3BR','1960-1979',-9
43,0.3798820519,718,'2 2BR','1980-1989',18000
77,0.1635087719,1058,'3 3BR','1980-1989',0
-9,-9,1058,'3 3BR','1990-1999',-9
25,0.209382716,1058,'3 3BR','1960-1979',18300
73,3.1531190926,752,'2 2BR','1990-1999',0
80,0,784,'1 1BR','-5',0
93,0.1576923077,706,'2 2BR','1940-1959',0
55,0.1573775983,1100,'4 4BR+','-5',175000
84,0.0929032258,631,'2 2BR','-5',0
61,0.0491890636,1020,'3 3BR','1960-1979',42000
40,0.4746268657,1020,'3 3BR','1940-1959',22000
35,0.1045398323,951,'3 3BR','1960-1979',131000
33,0.1926834962,1032,'3 3BR','1960-1979',60000
43,0.4526036455,893,'2 2BR','1960-1979',46000
64,0.1301930502,1208,'3 3BR','1960-1979',4400
78,0.9191380414,1208,'3 3BR','1960-1979',3900
73,0.1249211356,949,'3 3BR','1960-1979',0
55,0.0308815818,625,'1 1BR','1940-1959',103000
77,0.2420782553,690,'1 1BR','2000-2009',12000
67,0.3380999575,1193,'3 3BR','2000-2009',0
93,0.1896,1193,'3 3BR','-5',11690
57,0.1384599993,753,'2 2BR','1960-1979',30000
64,2.2356164384,1000,'1 1BR','1990-1999',0
76,3.3771428571,1000,'1 1BR','-5',0
39,0.1399954985,718,'2 2BR','1940-1959',80000
66,0.2664756447,1251,'3 3BR','1960-1979',0
93,1.4889230769,834,'1 1BR','1990-1999',0
88,0.675525075,973,'3 3BR','1960-1979',0
77,0.2378159757,1037,'3 3BR','1960-1979',0
41,1.0349946978,2058,'3 3BR','1960-1979',17000
60,0.5100456256,2370,'4 4BR+','-5',0
87,134,888,'3 3BR','1960-1979',0
74,0.0849727424,888,'3 3BR','1980-1989',0
75,0.0659203611,888,'3 3BR','1960-1979',0
56,0.6286085956,888,'3 3BR','1960-1979',4675
52,0.0556903819,888,'3 3BR','1990-1999',47000
50,1.9586926008,929,'1 1BR','1940-1959',5000
93,0.7477146944,1394,'3 3BR','1940-1959',0
32,0.0788261257,1394,'3 3BR','1960-1979',155000
69,0.1885192043,1394,'3 3BR','1960-1979',9010
54,0.34915293,1394,'3 3BR','1940-1959',46250
60,0.1026415094,1394,'3 3BR','1990-1999',125000
23,0.0716837683,859,'3 3BR','1960-1979',35000
50,0.0684736091,859,'3 3BR','1990-1999',60000
73,0.6016666667,1282,'3 3BR','1960-1979',0
57,0.4146712581,1282,'3 3BR','1960-1979',25000
48,0.0239985001,1528,'4 4BR+','1990-1999',20000
61,0.2309286208,944,'2 2BR','-5',27000
76,0.0933333333,1251,'3 3BR','1980-1989',0
66,0.1725135032,1083,'3 3BR','1960-1979',110000
34,0.4461471682,1083,'3 3BR','1990-1999',0
89,0.1680701754,1083,'3 3BR','1980-1989',0
61,0.2012941176,1094,'3 3BR','-5',75000
-9,-9,642,'2 2BR','-5',-9
55,0.2812254759,1619,'3 3BR','1940-1959',65000
48,0.0736537727,1619,'3 3BR','1960-1979',110000
93,0.0256110155,552,'1 1BR','1980-1989',0
46,0.1376170521,1530,'3 3BR','1960-1979',45000
32,0.0698456968,883,'3 3BR','-5',66000
65,0.2849922641,883,'3 3BR','1960-1979',1480
52,0.5458774102,883,'3 3BR','1960-1979',40000
68,0.8992146597,859,'3 3BR','-5',0
65,0.0689705774,859,'3 3BR','1980-1989',1700
70,0.2275772893,971,'4 4BR+','1960-1979',0
36,0.4118960856,644,'2 2BR','1980-1989',0
-9,-9,507,'1 1BR','1980-1989',-9
64,0.3198717949,644,'2 2BR','-5',0
57,0.0266517594,949,'3 3BR','1960-1979',132400
27,0.0810810811,944,'2 2BR','1960-1979',25000
36,0.3499032495,944,'2 2BR','-5',30000
35,0.241391697,1234,'4 4BR+','-5',36000
54,0.3,834,'1 1BR','1960-1979',0
66,0.0569468048,1251,'3 3BR','2000-2009',0
64,0.0976990712,1094,'3 3BR','1980-1989',74000
57,0.0977719627,1093,'3 3BR','1990-1999',105000
50,0.2592134032,819,'2 2BR','1960-1979',38000
77,0.1574065399,1093,'3 3BR','1960-1979',330
74,0.2173913043,494,'0 Studio','1960-1979',12
43,0.1586866132,1233,'4 4BR+','1960-1979',140000
-9,-9,1095,'3 3BR','-5',-9
-9,-9,819,'2 2BR','1960-1979',-9
57,0.7328,642,'2 2BR','-5',0
44,0.1943454338,1201,'4 4BR+','-5',54700
71,0.2216149068,819,'2 2BR','-5',0
44,0.0398503611,642,'2 2BR','-5',150000
39,0.2686395523,974,'2 2BR','-5',52200
27,0.137316942,1185,'3 3BR','1960-1979',80000
51,0.1482240303,792,'2 2BR','1940-1959',50800
64,0.0852327759,893,'2 2BR','-5',31000
68,0.2065516573,1058,'3 3BR','1990-1999',0
50,0.0945279287,792,'2 2BR','1990-1999',88000
-9,-9,944,'2 2BR','1940-1959',-9
62,0.1331092437,951,'3 3BR','1960-1979',0
33,0.140573762,1204,'3 3BR','1960-1979',97000
56,0.0148830617,867,'3 3BR','1960-1979',96000
74,0.1051428571,904,'2 2BR','2000-2009',0
57,0.2258978891,718,'2 2BR','1960-1979',60000
77,0.2683744434,1094,'4 4BR+','1960-1979',0
83,0.2410850739,951,'3 3BR','1940-1959',0
81,0.2064919828,973,'3 3BR','1960-1979',0
56,0.1674544663,729,'2 2BR','1960-1979',62000
53,0.0970481197,949,'3 3BR','1940-1959',22000
50,0.0855905691,1100,'4 4BR+','-5',273000
55,0.1667578087,664,'2 2BR','-5',55000
93,0.3585,769,'1 1BR','1990-1999',5000
56,0.1296375599,1427,'3 3BR','1980-1989',51400
87,7165,973,'1 1BR','1980-1989',0
93,0.3454285714,664,'2 2BR','1960-1979',0
67,0.0730743243,883,'3 3BR','1980-1989',89000
42,0.1945140307,1697,'4 4BR+','1940-1959',30585
67,0.0496721311,1427,'3 3BR','1960-1979',59000
59,0.043297143,1251,'3 3BR','1940-1959',61000
34,0.1444458982,1251,'3 3BR','1960-1979',68800
67,0.2987867735,1251,'3 3BR','1940-1959',0
59,0.1323048881,1530,'3 3BR','1960-1979',90000
-9,-9,844,'1 1BR','1960-1979',-9
37,0.519568653,1102,'3 3BR','-5',43054
-9,-9,794,'2 2BR','1960-1979',-9
35,0.1230133264,1102,'3 3BR','1960-1979',65000
50,0.2598601399,1102,'3 3BR','-5',0
33,0.1997877712,1277,'3 3BR','1940-1959',55000
72,0.2470284238,1208,'3 3BR','1940-1959',0
20,0.2442116501,904,'2 2BR','1980-1989',30000
-9,-9,1208,'3 3BR','1960-1979',-9
28,0.3267398094,956,'2 2BR','1960-1979',25000
88,0.6704270749,773,'2 2BR','1960-1979',0
46,0.13998614,1058,'3 3BR','1990-1999',27000
66,0.072576769,1058,'3 3BR','1940-1959',50000
29,0.2852683395,893,'2 2BR','1960-1979',25000
28,0.0776910906,1177,'3 3BR','1940-1959',110000
59,0.3486793819,1204,'3 3BR','1960-1979',99500
73,0.1318329582,1282,'3 3BR','1960-1979',0
60,0.1136142617,1947,'4 4BR+','1940-1959',198500
32,5.28,949,'3 3BR','1960-1979',800
58,0.0853289519,949,'3 3BR','-5',89000
73,0.0861428571,849,'3 3BR','1960-1979',15000
68,0.338962963,849,'3 3BR','-5',0
71,0.2725714286,867,'3 3BR','1960-1979',0
41,0.0880853037,867,'3 3BR','2000-2009',26000
69,0.0926511628,642,'2 2BR','1960-1979',0
54,0.1846075928,849,'3 3BR','1940-1959',20000
79,0.0915775001,971,'4 4BR+','1960-1979',0
34,0.3528199396,873,'3 3BR','1960-1979',0
28,1.4340222576,507,'1 1BR','1960-1979',3000
64,0.6694736842,1251,'3 3BR','1980-1989',4200
47,0.3515539171,1153,'3 3BR','-5',41000
-9,-9,1153,'3 3BR','1960-1979',-9
76,0.0623101037,830,'3 3BR','1940-1959',0
62,0.3242821567,1119,'2 2BR','-5',90000
33,0.1804782072,1394,'3 3BR','1940-1959',30000
50,0.30874833,859,'3 3BR','1990-1999',43440
33,0.2078516653,859,'3 3BR','2000-2009',26250
-9,-9,507,'1 1BR','-5',-9
40,0.1436882445,1570,'3 3BR','1960-1979',65000
72,1.6983471074,1153,'3 3BR','-5',0
-9,-9,891,'2 2BR','-5',-9
54,0.2050044053,1326,'4 4BR+','1940-1959',105000
37,0.0453085542,859,'3 3BR','1960-1979',81000
53,0.0064,859,'3 3BR','2000-2009',0
28,0.0453659677,859,'3 3BR','-5',77000
-9,-9,1032,'3 3BR','1960-1979',-9
28,0.2543597649,859,'3 3BR','2000-2009',30000
77,0.1330909091,773,'2 2BR','1960-1979',0
76,0.141147541,773,'2 2BR','1940-1959',0
79,0.1134988326,811,'2 2BR','1940-1959',0
54,0.1675170887,1183,'3 3BR','1980-1989',52000
57,0.0962548329,859,'3 3BR','1940-1959',52000
29,0.0363157625,644,'2 2BR','1960-1979',117000
39,0.048947724,873,'3 3BR','1940-1959',40000
93,0.0997854077,859,'3 3BR','1960-1979',0
76,0.142745098,633,'2 2BR','1980-1989',0
28,0.1987803768,859,'3 3BR','1960-1979',11000
76,0.0874418605,859,'3 3BR','1960-1979',0
72,0.1295803038,971,'4 4BR+','1940-1959',400
93,4.8782608696,971,'4 4BR+','-5',0
48,0.208627451,633,'2 2BR','1940-1959',0
59,0.825095057,706,'1 1BR','-5',0
93,1.3383783784,1153,'3 3BR','1960-1979',0
54,0.1146325969,931,'4 4BR+','-5',79000
55,0.2027399449,849,'3 3BR','1960-1979',0
64,0.6610344828,793,'1 1BR','1960-1979',0
65,2.8028571429,631,'2 2BR','1960-1979',0
62,0.2863636364,989,'3 3BR','1960-1979',0
52,0.2676771288,888,'3 3BR','-5',26458
63,0.1778602215,893,'2 2BR','1960-1979',55000
-9,-9,706,'2 2BR','1940-1959',-9
28,0.4892960271,805,'2 2BR','-5',20000
60,6.7384615385,805,'2 2BR','-5',0
70,0.0934693878,956,'2 2BR','1940-1959',0
89,0.2429288321,767,'1 1BR','-5',0
50,0.4345129734,969,'3 3BR','1940-1959',0
49,0.1561115201,1032,'4 4BR+','-5',117000
-9,-9,956,'2 2BR','-5',-9
56,0.0555432798,1204,'3 3BR','1960-1979',80000
69,0.2506986028,956,'2 2BR','1960-1979',15000
59,0.24875,808,'1 1BR','-5',0
-9,-9,974,'2 2BR','1980-1989',-9
86,-1,956,'2 2BR','1940-1959',0
-9,-9,1528,'4 4BR+','1960-1979',-9
-9,-9,646,'2 2BR','1960-1979',-9
74,0.2562668723,951,'3 3BR','1960-1979',0
70,0.6666666667,904,'2 2BR','1960-1979',0
52,0.1086141198,976,'4 4BR+','-5',100000
-9,-9,671,'2 2BR','1960-1979',-9
71,0.1489258643,642,'2 2BR','1960-1979',60000
69,0.0684125051,987,'3 3BR','1960-1979',0
44,5.1367924528,1603,'4 4BR+','-5',0
25,0.1792862713,1119,'2 2BR','1960-1979',80000
51,0.1807019576,1119,'2 2BR','1990-1999',0
63,0.2124702523,1119,'2 2BR','-5',0
60,0.1994767473,1119,'2 2BR','1960-1979',49000
69,0.729093317,1119,'2 2BR','1940-1959',0
26,0.4492299987,929,'1 1BR','-5',8000
55,0.1965,929,'1 1BR','1960-1979',2000
48,0.1146019702,1603,'4 4BR+','-5',15000
81,0.1297913099,1394,'3 3BR','1940-1959',43000
25,0.30011147,929,'1 1BR','1960-1979',35000
-9,-9,1119,'2 2BR','1960-1979',-9
33,0.8187715224,929,'1 1BR','1960-1979',0
59,0.2903494948,1394,'3 3BR','1960-1979',0
46,0.0737873672,1056,'3 3BR','1960-1979',109000
83,0.0867052023,1257,'4 4BR+','1960-1979',0
76,0.1722550477,828,'2 2BR','1940-1959',0
51,0.1063980483,1257,'4 4BR+','-5',142910
59,0.0546452341,1257,'4 4BR+','1980-1989',143250
27,0.2567865757,1056,'3 3BR','1960-1979',39000
-9,-9,500,'1 1BR','-5',-9
32,0.6138842975,500,'1 1BR','-5',0
75,432,1255,'4 4BR+','-5',0
34,0.1562175322,1113,'3 3BR','-5',129000
67,0.0564849564,1208,'3 3BR','1960-1979',6960
59,0.1533875117,859,'3 3BR','-5',20000
47,0.128026113,971,'4 4BR+','1980-1989',59000
71,0.063867443,873,'3 3BR','-5',53000
52,0.2134156802,873,'3 3BR','1940-1959',35000
69,1.573816156,1100,'4 4BR+','-5',0
38,0.2467603943,1091,'4 4BR+','-5',40000
93,0.2678571429,589,'1 1BR','1990-1999',0
44,0.1563892807,931,'4 4BR+','-5',61900
81,0.3450704225,949,'3 3BR','1960-1979',0
69,0.1378548024,859,'3 3BR','1960-1979',0
31,0.0825814712,859,'3 3BR','1980-1989',30000
57,0.520753561,644,'2 2BR','1960-1979',19600
50,0.244565744,966,'2 2BR','-5',31000
26,0.3925,966,'2 2BR','-5',0
52,0.4227956191,1231,'3 3BR','-5',21000
-9,-9,966,'2 2BR','-5',-9
19,0.3218070652,966,'2 2BR','-5',0
30,0.7545454545,867,'3 3BR','1960-1979',0
84,0.4673469388,1204,'3 3BR','1940-1959',0
-9,-9,969,'3 3BR','-5',-9
55,0.1611758743,1336,'4 4BR+','-5',75000
31,0.1894821089,1204,'3 3BR','1940-1959',60000
61,0.0857647059,1034,'4 4BR+','1960-1979',20000
52,0.1008989731,530,'1 1BR','2000-2009',58000
42,0.1351763021,888,'3 3BR','2000-2009',88000
61,0.0700982255,671,'2 2BR','1960-1979',100000
50,0.1321137927,888,'3 3BR','1980-1989',71333
53,1356,888,'3 3BR','1990-1999',0
59,158,671,'2 2BR','1960-1979',0
58,0.1323766816,859,'3 3BR','-5',23000
28,0.163338475,873,'3 3BR','-5',48000
70,0.2244938233,891,'2 2BR','2000-2009',0
74,0.1341666667,706,'1 1BR','1960-1979',0
56,0.0794657198,859,'3 3BR','1980-1989',71000
-9,-9,644,'2 2BR','1960-1979',-9
64,0.3740553195,859,'3 3BR','1990-1999',0
93,0.2376053112,859,'3 3BR','2000-2009',0
80,0.2171175166,859,'3 3BR','2000-2009',25000
-9,-9,859,'3 3BR','2000-2009',-9
-9,-9,859,'3 3BR','1980-1989',-9
50,0.1080958122,904,'2 2BR','1990-1999',44000
53,0.2708594909,1208,'3 3BR','2000-2009',27000
20,0.1744028372,649,'2 2BR','2000-2009',28800
80,0.1029377203,849,'3 3BR','1940-1959',0
60,0.1036295369,1056,'3 3BR','1960-1979',0
34,1.0974126625,888,'3 3BR','2000-2009',0
57,0.1423428203,657,'1 1BR','1960-1979',18000
48,0.0813627114,1257,'4 4BR+','1990-1999',114000
34,-1,888,'3 3BR','1980-1989',0
82,0.1243467614,1056,'3 3BR','1960-1979',40000
65,0.231828391,1056,'3 3BR','1980-1989',0
-9,-9,671,'2 2BR','1980-1989',-9
-9,-9,657,'1 1BR','1940-1959',-9
48,0.1498186215,949,'3 3BR','1960-1979',20150
68,0.0929538319,949,'3 3BR','-5',7800
63,0.062632986,949,'3 3BR','1960-1979',55000
45,0.069969096,949,'3 3BR','2000-2009',0
65,0.1341791619,1004,'3 3BR','-5',18000
57,0.0799717539,1058,'3 3BR','1940-1959',68000
39,0.1424849926,671,'2 2BR','1960-1979',53000
60,0.2182364228,888,'3 3BR','1960-1979',12000
75,0.2889230769,1102,'3 3BR','-5',0
55,0.1636274027,1102,'3 3BR','1960-1979',6000
